,Sentences
869,"However, as a variety of animal species were for sale in the market when the disease was first reported, further studies are needed to determine the natural reservoir and any intermediate hosts of WHCV.

Note added in proof: Since this paper was accepted, the ICTV has designated the virus as SARS-CoV-2 30 ; in addition, the WHO has released the official name of the disease caused by this virus, which is COVID-19 31 .

Any methods, additional references, Nature Research reporting summaries, source data, extended data, supplementary information, acknowledgements, peer review information; details of author contributions and competing interests; and statements of data and code availability are available at https://doi.org/10.1038/s41586-020-2008-3.

No statistical methods were used to predetermine sample size"
870,"The coronavirus was subsequently found to be a relative of SARS and named the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) [7, 8] .

While examination of the viral genome was critical for identifying the pathogen, information made publicly available in real time describing clinical characteristics and other outbreak-related factors also allowed experts to consider the etiology and thereby differential diagnoses"
871,"The virus responsible for COVID-19, SARS-CoV-2, is in the species SARS-like corona viruses"
872,The closest is a virus that originated from the Rhinolophus bat which is > 96% homologous with the current SARS-CoV-2 virus
873,"Pangolins are an endangered ant-eating mammal from which scientists in Guangzhou have shown a coronavirus with 99% homology, with a receptor binding domain identical to that of SARS-CoV-2"
874,"As of February 20, 2020, the 2019 novel coronavirus (now named SARS-CoV-2, causing the disease COVID-19) has caused over 75,000 confirmed cases inside of China and has spread to 25 other countries (World Health Organization, 2020b) "
875,"Here we use a mathematical model to analyse the expected performance of different screening measures for , based on what is currently known about its natural history and epidemiology and on different possible combinations of departure and arrival screening policies.

First we assess the probability that any single individual infected with SARS-CoV-2 would be detected by screening, as a function of time since exposure"
876,"Even among passengers of repatriation flights, or quarantined on a cruise ship off the coast of Japan (who are all demonstrably at high risk), numerous cases have been undetectable in symptom screening, but have still tested positive for SARS-CoV-2 by PCR Hoehl et al., 2020; Japan Ministry of Health, Labor and Welfare, 2020; Nishiura et al., 2020; "
877,"If such tests were fast, there may be potential to test suspected cases in real time based on questionnaire responses, travel origin, or borderline symptoms; at least one PCR test for SARS-CoV-2 claimed to take less than an hour has already been announced (Biomeme, 2020) "
878,"Most importantly, strict regulations against the domestication and consumption of wildlife should be implemented.

Note added in proof: Since this paper was accepted, the ICTV has designated the virus as SARS-CoV-2 15 ; in addition, the WHO has released the official name of the disease caused by this virus, which is COVID-19 16 .

Any methods, additional references, Nature Research reporting summaries, source data, extended data, supplementary information, acknowledgements, peer review information; details of author contributions and competing interests; and statements of data and code availability are available at https://doi.org/10.1038/s41586-020-2012-7.

Publisher's note Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations"
879,"The etiological agents of these epidemics have been confirmed as a new subset of coronaviruses (CoVs), namely, SARS-CoV and SARS-CoV-2 ( Figure 1 ), respectively, for the 2002 and the 2019 SARS epidemics [1] .

CoVs are named for their crown-like spikes on the viral surface"
880,"Phylogenetically, SARS-CoV and MERS-CoV are distinct and both are distant from other CoVs, including HCoVs.

The recent outbreak of ""Wuhan pneumonia"" in late 2019 in central China has been linked with a new CoV formally identified as SARS-CoV-2"
881,"SARS-CoV-2 is not only phylogenetically closely related with SARS-CoV, an etiological agent of SARS, but also uses a same receptor, ACE2, as SARS-CoV does"
882,"The etiological agent for ""Wuhan pneumonia"" has been changed from ""2019-nCoV"" to ""SARS-CoV-2"""
883,"Phylogenetically, SARS-CoV and MERS-CoV are distinct and both are distant from other CoVs, including HCoVs.

The recent outbreak of ""Wuhan pneumonia"" in late 2019 in central China has been linked with a new CoV formally identified as SARS-CoV-2"
884,"SARS-CoV-2 is not only phylogenetically closely related with SARS-CoV, an etiological agent of SARS, but also uses a same receptor, ACE2, as SARS-CoV does"
885,"The etiological agent for ""Wuhan pneumonia"" has been changed from ""2019-nCoV"" to ""SARS-CoV-2"""
886,"These viruses reproduced and caused disease in suckling rats, with virus-like particles being observed in the brains of suckling rats by electron microscopy [25] .

Thus, prior to 2018, bats collected in some areas of China have been shown to carry CoVs capable of directly infecting humans.

A recent study showed that SARS-CoV-2 has 96% homology at the whole genome level with bat coronavirus"
887,"In phylogenetic analysis, SARS-CoV and SARS-CoV-2 not only share a common ancestor, but also have an amino acid identity of 82.3% [27] [28] [29] .

Viruses often require intermediate hosts before transmitting from bats to humans"
888,Pangolins seized in anti-smuggling operations in Guangxi and Guangdong of southern China were detected with multiple CoV linages with 85.5-92.4% genome sequence similarity to those of SARS-CoV-2 [36] 
889,"However, the only source of bats that have been publicly identified as carrying virus phylogenetically close to SARS-CoV-2 is far away from Wuhan in Zhoushan, Zhejiang"
890,"It is also necessary to find a mechanism for the very quick outbreak in such a wide area by a natural source of SARS-CoV-2.

Epidemiological investigations showed that 13 of the first 41 patients diagnosed with SARS-CoV-2 had nothing to do with Huanan Seafood Market [45] "
891,"Therefore, there is a possibility that SARS-CoV-2 spread from Zhoushan to Wuhan due to bat migration.

It turned out that bats are not only attracted by green lights but also red lights [54] "
892,"Amazingly, most of the SARS-2 patients can be traced to a single unique etiological agent, SARS-CoV-2"
893,"How could this likely single source of virus quickly infect so many people in such large geographic area? This is a question that is difficult to answer now, but must be answered in future.

Although the origins and the occurrences of SARS-CoV-2 are both unclear, the control measures for the current epidemic should focus on immediate cut-off of transmission of the disease and through disinfection of infected locations"
894,Areas that will be open to the public should be carefully surveilled for the existence of SARS-CoV-2 and be cleaned of the virus if it is found
895,"As a matter of fact, if fine-tuned and highly-effective internet control for ""public opinions"" can be turned into beneficial use of monitoring the ""epidemic situation"", fighting against an even larger outbreak of any infection would be much easier and cost-effective.

SARS-CoV-2 has entered human communities, and eliminating virus from human bodies does not means its eradication in nature"
896,The risk of SARS-CoV-2 infection will remain for a long time
897,"Worldwide collaborative efforts from scientists are underway to understand the novel and rapidly spreading virus that causes this disease, SARS-CoV-2 (originally tentatively named 2019-nCoV), and to develop effective interventions for controlling and preventing it [6] [7] [8] [9] .

Coronaviruses are positive-sense single-stranded RNA viruses belonging to the family Coronaviridae"
898,"While no case of SARS-CoV infection has been reported since 2004, MERS-CoV has been around since 2012 and has caused multiple sporadic outbreaks in different countries.

Like SARS-CoV and MERS-CoV, the recent SARS-CoV-2 belongs to the Betacoronavirus genus [12] "
899,"With SARS-CoV-2 being discovered very recently, there is currently a lack of immunological information available about the virus (e.g., information about immunogenic epitopes eliciting antibody or T cell responses)"
900,"Preliminary studies suggest that SARS-CoV-2 is quite similar to SARS-CoV based on the full-length genome phylogenetic analysis [9, 12] , and the putatively similar cell entry mechanism and human cell receptor usage [9, 13, 14] "
901,"Due to this apparent similarity between the two viruses, previous research that has provided an understanding of protective immune responses against SARS-CoV may potentially be leveraged to aid vaccine development for SARS-CoV-2.

Various reports related to SARS-CoV suggest a protective role of both humoral and cell-mediated immune responses"
902,"Further, of the structural proteins, T cell responses against the S and N proteins have been reported to be the most dominant and long-lasting [27] .

Here, by analyzing available experimentally-determined SARS-CoV-derived B cell epitopes (both linear and discontinuous) and T cell epitopes, we identify and report those that are completely identical and comprise no mutation in the available SARS-CoV-2 sequences (as of 21 February 2020)"
903,"These epitopes have the potential, therefore, to elicit a cross-reactive/effective response against SARS-CoV-2"
904,"Our presented results can potentially narrow down the search for potent targets for an effective vaccine against SARS-CoV-2, and help guide experimental studies focused on vaccine development.

A total of 120 whole genome sequences of SARS-CoV-2 were downloaded on 21 February 2020 from the GISAID database (https://www.gisaid.org/CoV2020/) (Table S1 )"
905,"These nucleotide sequences were aligned to the GenBank reference sequence (accession ID: NC_045512.2) and then translated into amino acid residues according to the coding sequence positions provided along the reference sequence for SARS-CoV-2 proteins (orf1a, orf1b, S, ORF3a, E, M, ORF6, ORF7a, ORF7b, ORF8, N, and ORF10)"
906,"We stopped when no increase in the accumulated population coverage was observed by adding epitopes associated with any of the remaining MHC alleles.

We used the publicly available software PASTA v1.6.4 [31] to construct a maximum-likelihood phylogenetic tree of each structural protein using the unique set of sequences in the available data of SARS-CoV, MERS-CoV, and SARS-CoV-2"
907,"Each constructed tree was rooted with the outgroup Zaria Bat coronavirus strain, and circular phylogram layout was used.

All sequence and immunological data, and all scripts (written in R) for reproducing the results are available online [33] .

SARS-CoV-2 has been observed to be close to SARS-CoV-much more so than MERS-CoV-based on full-length genome phylogenetic analysis [9, 12] "
908,"A straightforward reference-sequence-based comparison indeed confirmed this, showing that the M, N, and E proteins of SARS-CoV-2 and SARS-CoV have over 90% genetic similarity, while that of the S protein was notably reduced (but still high) ( Figure 1a )"
909,"The similarity between SARS-CoV-2 and MERS-CoV, on the other hand, was substantially lower for all proteins ( Figure 1a ); a feature that was also evident from the corresponding phylogenetic trees (Figure 1b) "
910,"It is also noteworthy that while MERS-CoV is the more recent coronavirus to have infected humans, and is comparatively more recurrent (causing outbreaks in 2012, 2015, and 2018) (https://www.who.int/emergencies/mers-cov/en/), SARS-CoV-2 is closer to SARS-CoV, which has not been observed since 2004"
911,"Percentage sequence identity with SARS-CoV-2 All trees were constructed based on the available unique sequences using PASTA [31] and rooted with the outgroup Zaria Bat CoV strain (accession ID: HQ166910.1).

Given the close genetic similarity between the structural proteins of SARS-CoV and SARS-CoV-2, we attempted to leverage immunological studies of the structural proteins of SARS-CoV to potentially aid vaccine development for SARS-CoV-2"
912,We used the available SARS-CoV-derived experimentally-determined epitope data (see Materials and Methods) and searched to identify T cell and B cell epitopes that were identical-and hence potentially cross-reactive-across SARS-CoV and SARS-CoV-2
913,We aligned these T cell epitopes across the SARS-CoV-2 protein sequences
914,"Among the 115 T cell epitopes that were determined by positive T cell assays (Table 1) , we found that 27 epitope-sequences were identical within SARS-CoV-2 proteins and comprised no mutation in the available SARS-CoV-2 sequences (as of 21 February 2020) ( Table 2) "
915,"Nonetheless, they also present promising candidates for inducing a response against SARS-CoV-2"
916,"For the expanded set of epitopes, all of which have at least one positive MHC binding assay, we found that 229 epitope-sequences have an identical match in SARS-CoV-2 proteins and have associated MHC allele information available (listed in Table S2 )"
917,"Our aim was to determine sets of epitopes associated with MHC alleles with maximum population coverage, potentially aiding the development of vaccines against SARS-CoV-2"
918,"Thus, while the ordering of T cell epitopes in Table 3 is based on the estimated global population coverage of the associated MHC alleles, it is also a natural order in which these epitopes should be tested experimentally for determining their potential to induce a positive immune response against SARS-CoV-2"
919,Set of the SARS-CoV-derived spike (S) and nucleocapsid (N) protein T cell epitopes (obtained from positive MHC binding assays) that are identical in SARS-CoV-2 and that maximize estimated population coverage globally (87 distinct epitopes)
920,"These epitopes were classified as: (i) Linear B cell epitopes (antigenic peptides), and (ii) discontinuous B cell epitopes (conformational epitopes with resolved structural determinants).

We aligned the 298 linear B cell epitopes (Table 1) across the SARS-CoV-2 proteins and found that 49 epitope-sequences, all derived from structural proteins, have an identical match and comprised no mutation in the available SARS-CoV-2 protein sequences (as of 21 February 2020)"
921,SARS-CoV-derived linear B cell epitopes from S (23; 20 of which are located in subunit S2) and N (22) proteins that are identical in SARS-CoV-2 (45 epitopes in total)
922,"Based on the pairwise alignment between the SARS-CoV and SARS-CoV-2 reference sequences ( Figure S3 ), we found that none of these mapped identically to the SARS-CoV-2 S protein, in contrast to the linear epitopes"
923,"For 3 of these discontinuous B cell epitopes (corresponding to antibodies S230, m396, and 80R [39] [40] [41] ), there was a partial mapping, with at least one site having an identical residue at the corresponding site in the SARS-CoV-2 S protein (Table 5) "
924,SARS-CoV-derived discontinuous B cell epitopes (and associated known antibodies [39] [40] [41] ) that have at least one site with an identical amino acid to the corresponding site in SARS-CoV-2
925,"Residues 1,2   910052  S230  G446, P462, D463, Y475   77444  m396  T359, T363, K365, K390, G391, D392, R395, R426, Y436, G482,  Y484, T485, T486, T487, G488, I489, G490, Y491, Q492, Y494   77442  80R   R426, S432, T433, Y436, N437, K439, Y440, Y442, P469, P470,  A471, L472, N473, C474, Y475, W476, L478, N479, D480, Y481,  G482, Y484, T485, T486, T487, G488, I489, Y491, Q492 1 Residues are numbered according to the SARS-CoV S protein reference sequence, accession ID: NP_828851.1.; 2 Residues in the epitopes that are identical in the SARS-CoV-2 sequences are underlined.

Mapping the residues of the linear and discontinuous B cell epitopes onto the available structure of the SARS-CoV S protein revealed their distinct association with the two functional subunits of the S protein [42] : S1, important for interaction with the host cell receptor, and S2, involved in fusion of the cellular and virus membranes (Figure 2a) "
926,"Thus, the antibodies targeting the identified linear epitopes in the S2 subunit might cross-react and neutralize both SARS-CoV and SARS-CoV-2, as suggested in a very recent study [43] .

While S2 is comparatively less exposed than S1, it may be accessible to antibodies during the complex conformational changes involved in viral entry of coronaviruses [44] [45] [46] ; though this remains to be more clearly understood"
927,"We observed that very few residues of the 3 discontinuous epitopes were identical within SARS-CoV and SARS-CoV-2 (Figure 2c, right panel) "
928,"These differences suggest that the SARS-CoV-specific antibodies S230, m396, and 80R known to bind to these epitopes in SARS-CoV might not be able to bind to the same regions in SARS-CoV-2 S protein"
929,Further studies are currently under way to identify other SARS-CoV antibodies that may bind to discontinuous epitopes of the SARS-CoV-2 S protein [48] 
930,"The receptor binding motif lies within the S1 subunit and is indicated in orange color.

(b) Residues of the linear B cell epitopes, that were identical in SARS-CoV-2 (Table 4) , are shown in red color"
931,(c) Location of discontinuous B cell epitopes that share at least one identical residue with corresponding SARS-CoV-2 sites (Table 5 )
932,"Both the side view (left panel) and the top view (right panel) of the structure are shown.

On the T cell side, the identification of SARS-CoV-derived epitopes that map identically to SARS-CoV-2, and the large population that these are expected to cover, is particularly encouraging"
933,"(b) Residues of the linear B cell epitopes, that were identical in SARS-CoV-2 (Table 4) , are shown in red color"
934,(c) Location of discontinuous B cell epitopes that share at least one identical residue with corresponding SARS-CoV-2 sites (Table 5 )
935,"Both the side view (left panel) and the top view (right panel) of the structure are shown.

The quest for a vaccine against the novel SARS-CoV-2 is recognized as an urgent problem"
936,"At this early stage, there is also a lack of information about specific immune responses against SARS-CoV-2, which presents a challenge for vaccine development.

This study has sought to assist with the initial phase of vaccine development by providing recommendations of epitopes that may potentially be considered for incorporation in vaccine designs"
937,"Despite having limited understanding of how the human immune system responds naturally to SARS-CoV-2, these epitopes are motivated by responses they have recorded in SARS-CoV (or, for the case of T cell epitopes, to at least confer MHC binding), and the fact that they map identically to SARS-CoV-2, based on the available sequence data (as of 21 February 2020)"
938,"Despite the apparent similarity between SARS-CoV and SARS-CoV-2, there is still considerable genetic variation between the two, and it is not obvious a-prior if epitopes that elicit an immune response against SARS-CoV are likely to be effective against SARS-CoV-2"
939,"We found that only 23% and 16% of known SARS-CoV T cell and B cell epitopes map identically to SARS-CoV-2, respectively, and with no mutation having been observed in these epitopes among the available SARS-CoV-2 sequences (as of 21 February 2020)"
940,"This provides a strong indication of their potential for eliciting a robust T cell or antibody response in SARS-CoV-2.

On the T cell side, the identification of SARS-CoV-derived epitopes that map identically to SARS-CoV-2, and the large population that these are expected to cover, is particularly encouraging"
941,"On the B cell side, in agreement with very recent experimental studies [47, 48] , our results suggest that SARS-CoV-derived antibodies targeting the receptor binding motif in the S1 subunit of the SARS-CoV-2 S protein may not be effective, due to the large genetic mismatches observed in known structural epitopes targeting this domain"
942,"Numerous of these epitopes, while being less exposed, are found to map identically to SARS-CoV and SARS-CoV-2, and preliminary results are already emerging which suggest their potential in generating cross-reactive and neutralizing antibodies [43] "
943,"Hence, vaccine solutions that attempt to induce antibodies that target the S2 linear epitopes may be effective and should be explored further.

Research efforts directed towards the design and development of vaccines for SARS-CoV-2 are increasing, and some related analyses are already being reported in distinct, parallel studies"
944,"While only a summary of the results has been provided so far, preventing direct comparison of the individual epitopes, the number of linear B cell epitopes reported to map identically to SARS-CoV-2 is comparable to our findings.

A recent study has also predicted T cell epitopes for SARS-CoV-2 that may be presented by a population from the Asia-Pacific region [55] "
945,"Second, computational tools were used to predict MHC Class II epitopes in [55] , while here we analyzed the SARS-CoV-derived epitopes that have been determined experimentally, using either positive T cell or MHC binding assays, and which match identically with the available SARS-CoV-2 sequences (as of 21 February 2020)"
946,"Thus, our identified epitopes are seemingly a more rational set of potential targets that can assist in the ongoing search for a SARS-CoV-2 vaccine.

We acknowledge that this is a preliminary analysis based on the limited sequence data available for SARS-CoV-2 (as of 21 February 2020)"
947,"If mutations do occur within epitope regions, then these epitopes may be further screened in line with the conservative filtering principle that we have employed, thereby producing a more refined epitope set.

Further experimental studies (T cell and B cell assays) are required to determine the potential of the identified epitopes to induce a positive immune response against SARS-CoV-2"
948,"This would help to further refine the reported epitope set, based on observed immunogenicity; an important consideration for immunogen design.

Overall, as the identified set of SARS-CoV epitopes map identically to SARS-CoV-2, they present potentially useful candidates for guiding experimental efforts towards developing vaccines against SARS-CoV-2"
949,"More generally, our study further highlights the potential importance of previous experimental and clinical studies of SARS-CoV, and its use in concert with emerging data for SARS-CoV-2, in searching for effective vaccines to combat the COVID-19 epidemic.

Supplementary Materials: The following are available online at http://www.mdpi.com/1999-4915/12/3/254/s1, Figure S1 : Fraction of mutations in the observed sequences of the structural proteins of the three coronaviruses, Figure S2 : Location of identified T cell epitopes on the SARS-CoV S protein structure (PDB ID: 5XLR), Figure  S3 : Pairwise sequence alignment of the reference sequences of the S proteins of SARS-CoV and SARS-CoV-2 (accession ID: NP_828851.1 and YP_009724390.1, respectively), Table S1 : List of GISAID accession IDs for 120 genomic sequences of SARS-CoV-2, Table S2 : List of all SARS-CoV-derived T cell epitopes determined using positive MHC binding assays (with associated MHC allele information available at 4 digit resolution) and found to be identical in SARS-CoV-2, Table S3 : Distribution of all SARS-CoV-derived T cell epitopes obtained using positive MHC binding assays (with associated MHC allele information available at 4 digit resolution) and that are identical in SARS-CoV-2, Table S4 : Set of SARS-CoV-derived S and N protein T cell epitopes (obtained using positive MHC binding assays) that are identical in SARS-CoV-2 and that maximize estimated population coverage in China (86 distinct epitopes), Table S5 : Estimated global and Chinese population coverages for the individual SARS-CoV-derived S or N protein T cell epitopes (obtained using positive MHC binding assays), that are identical in SARS-CoV-2, Table S6 : SARS-CoV-derived linear B cell epitopes, excluding those in S and N proteins, that are identical in SARS-CoV-2, Table S7 

"
950,"On 11th February 2020, WHO named the novel viral pneumonia as ""Corona Virus Disease (COVID19)"", while the international Committee on Taxonomy of Viruses (ICTV) suggested this novel coronavirus name as ""SARS-CoV-2"" due to the phylogenetic and taxonomic analysis of this novel coronavirus 12 .

Coronaviruses belong to the family of Coronaviridae, of the order Nidovirales, comprising large, single, plus-stranded RNA as their genome 13, 14 "
951,"The source of unexplained pneumonia was first discovered in Wuhan in Dec, 2019, and SARS-CoV-2, a new coronavirus, was isolated from the respiratory epithelium of patients"
952,"11th, 2020, the new coronavirus was officially renamed ""SARS-CoV-2"" from ""2019-nCoV"" [6] "
953,"The disease caused by SARS-CoV-2 was called ""coronavirus disease 2019"" (COVID-19) [7] "
954,"29th, 2019, the health departments of Hubei Province received a report that four employees of the South China Seafood Wholesale Market were diagnosed with unknown-caused pneumonia in a local hospital, which was the first report of SARS-CoV-2 [27] "
955,"Nowadays, the number of patients infected with SARS-CoV-2 continues to climb worldwide"
956,"29th, 2019, the health departments of Hubei Province received a report that four employees of the South China Seafood Wholesale Market were diagnosed with unknown-caused pneumonia in a local hospital, which was the first report of SARS-CoV-2 [27] "
957,"Nowadays, the number of patients infected with SARS-CoV-2 continues to climb worldwide"
958,reported that people who have not been exposed to SARS-CoV-2 are all susceptible to COVID-19 [41] 
959,reported that people who have not been exposed to SARS-CoV-2 are all susceptible to COVID-19 [41] 
960,"All six civets in this cage were tested positive for SARS-CoV [48] .

The new emerging SARS-CoV-2 shares about 80% of the gene sequence of SARS-CoV, released by the Military Medical Research Institute of Nanjing Military Region in 2003 [28] "
961,"reported that the sequence similarity of coronavirus between SARS-CoV-2 and the coronavirus isolated from Rhinolophus affinis is 96.2%, and suggested that bats may be the source of the virus [49] "
962,"So far, the intermediate hosts of SARS-CoV-2 are elusive and have been reported to be snakes, minks, or variable others [50, 51] "
963,"Recently, a research group of South China Agricultural University reported that pangolins may be one of the intermediate hosts for SARS-CoV-2, by analyzing more than 1,000 metagenomic samples, because they found that 70% of pangolins are positive for the coronavirus"
964,"Moreover, the virus isolate from pangolin shared 99% sequence similarity with the current infected human strain SARS-CoV-2 [52] "
965,"Taking this recent research into consideration, we agreed that pangolin is more likely to be one of intermediate hosts of SARS-CoV-2.

According to the WHO data on Jul"
966,"All six civets in this cage were tested positive for SARS-CoV [48] .

The new emerging SARS-CoV-2 shares about 80% of the gene sequence of SARS-CoV, released by the Military Medical Research Institute of Nanjing Military Region in 2003 [28] "
967,"reported that the sequence similarity of coronavirus between SARS-CoV-2 and the coronavirus isolated from Rhinolophus affinis is 96.2%, and suggested that bats may be the source of the virus [49] "
968,"So far, the intermediate hosts of SARS-CoV-2 are elusive and have been reported to be snakes, minks, or variable others [50, 51] "
969,"Recently, a research group of South China Agricultural University reported that pangolins may be one of the intermediate hosts for SARS-CoV-2, by analyzing more than 1,000 metagenomic samples, because they found that 70% of pangolins are positive for the coronavirus"
970,"Moreover, the virus isolate from pangolin shared 99% sequence similarity with the current infected human strain SARS-CoV-2 [52] "
971,"Taking this recent research into consideration, we agreed that pangolin is more likely to be one of intermediate hosts of SARS-CoV-2"
972,"

As the number of COVID-19 patients in China has been growing rapidly, preventing the spread of SARS-CoV-2 is the most important and urgent task [57] "
973,"It was shown that human-to-human transmission of SARS-CoV-2 has spread via droplets or close contacts [58, 59] , but aerosol and fecal-oral transmission still need further study [60, 61] "
974,"26th, 2020, the China CDC started to develop a new vaccine for SARS-CoV-2"
975,"Suspected infections can be detected accurately and quickly for timely isolation and treatment to avoid infecting others by using these test reagents.

Both SARS-CoV and SARS-CoV-2 are CoVs; hence, the treatment strategies of SARS could be relevant for COVID-19 [74] "
976,"25th, 2020, a joint research team from the Shanghai Institute of Materia Medica, Chinese Academy of Sciences, and Shanghai Tech University screened and identified 30 potential drugs that are reported to be effective against SARS-CoV-2 [79] "
977,"A high-resolution crystal structure of SARS-CoV-2 coronavirus 3CL hydrolase (Mpro) was announced after the outbreak of COVID-19 in the world [80] , and human coronaviruses (HCoVs) have been treated as severe pathogens in respiratory tract infections"
978,Nelfinavir was predicted to be a potential inhibitor of SARS-CoV-2 main protease [81] 
979,"Both SARS-CoV-2 and SARS-CoV are in the coronavirus family, β-coronavirus genera [89] "
980,"The genome of SARS-CoV-2 is more than 85% similar to the genome of the SARS-like virus ZC45 (bat-SL-CoVZC45, MG772933.1), and together these types of viruses form a unique Orthocoronavirinae subfamily with another SARS-like virus ZXC21 in the sarbecovirus subgenus [35] "
981,"Human SARS-CoV and a genetically similar bat coronavirus (bat-SL-CoVZXC21, MG772934) from southwest of China have formed another clade within the sarbecovirus [35] .

We also performed comparative genomic analyses of SARS-CoV-2 and SARS-CoV by zpicture"
982,"The results showed that the genomic sequences of SARS-CoV-2 and SARS-CoV have extremely high homology at the nucleotide level (Figure 4a,b) "
983,"There are six regions of difference (RD) in the genome sequence between SARS-CoV and SARS-CoV-2, and the RDs are named according to the order of discovery"
984,"These RDs may provide new molecular markers for the identification of SARS-CoV-2 and SARS-CoV, and also help to develop new drugs against SARS-CoV-2.

To analyze the homogeneity of SARS-CoV, MERS-CoV, and SARS-CoV-2, an evolutionary tree was constructed based on the genomes of 35 SARS-CoV-2 strains from different data submission units, one SARS-CoV strain, and two MERS-CoV strains ( Figure S1 )"
985,"Phylogenetic analysis showed that the distance of SARS-CoV (AY274119) is closer to SARS-CoV-2 strains than MERS-CoV (KC164505, JX869059)"
986,"To analyze the homogeneity of SARS-CoV, MERS-CoV, and SARS-CoV-2, an evolutionary tree was constructed based on the genomes of 35 SARS-CoV-2 strains from different data submission units, one SARS-CoV strain, and two MERS-CoV strains ( Figure S1 )"
987,"Phylogenetic analysis showed that the distance of SARS-CoV (AY274119) is closer to SARS-CoV-2 strains than MERS-CoV (KC164505, JX869059).

To further explore whether all encoded proteins of SARS-CoV-2 are homologous to that of SARS-CoV, we performed a protein sequence alignment analysis using Blastp"
988,"The results showed that most of SARS-CoV-2 proteins are highly homologous (95%-100%) to the proteins of SARS-CoV virus, indicating the evolutionary similarity between SARS-CoV and SARS-CoV-2 (Table 2) "
989,"However, two proteins (orf8 and orf10) in SARS-CoV-2 have no homologous proteins in SARS-CoV"
990,The amino acid sequence of orf8 in SARS-CoV-2 is different from sequences of conserved orf8 or orf8b derived from human SARS-CoV [11] 
991,Orf8 protein of SARS-CoV-2 does not contain known functional domain or motif
992,"Therefore, it will be clinically meaningful to analyze the biological function of these two specific proteins (orf8 and orf10) in SARS-CoV-2"
993,"The N protein in SARS-CoV-2 shares~90% amino acid identity with that in SARS-CoV [28] , which indicates that antibodies against the N protein of SARS-CoV would likely recognize and bind the N protein of SARS-CoV-2 as well"
994,"N antibodies do not provide immunity to SARS-CoV-2 infection, but the antibodies have a cross reactivity with SARS-CoV N protein viruses, which would allow a serum-based assay to identify the asymptomatic SARS-CoV-2 infected-cases [28] "
995,"Although previous studies have found serum reactivity to group SARS-CoV N proteins in Chinese populations [92] , exposure to SARS-CoV-2 should increase the dilution factor if the infection had occurred"
996,"This information has important implications for preventing the spread of asymptomatic infections.

In addition, spike stalk S2 in SARS-CoV-2 is highly conserved and shares 99% identity with those of the two bat SARS-like CoVs (bat-SL-CoVZXC21 and bat-SL-CoVZC45) and human SARS-CoV [11] "
997,demonstrated that the receptor binding domain of SARS-CoV-2 was capable of binding ACE2 in the context of the SARS-CoV spike protein [51] 
998,"Among SRAS-CoV spike protein's fourteen residues predicted to interact directly with human ACE2 as the receptor for SARS-CoV, eight amino acids are well conserved in homology SARS-CoV-2 spike protein [26, 102] "
999,"showed that SARS-CoV-2 uses ACE2 receptors to infect humans, bats, civets, monkeys, and swine, but not mice [106] "
1000,"Compared to previously reported SARS-CoV strains, SARS-CoV-2 uses ACE2 receptors more efficiently than human SARS-CoV (year 2003), but less efficiently than human SARS-CoV (year 2002) [106] "
1001,"The mutation of proteins determines two important characteristics of the SARS-CoV-2: A higher ability to infect and enhanced pathogenicity than the bat-like SARS-CoV, but a lower pathogenicity than SARS-CoV [43] .

As a large number of people have left Wuhan, the control of the epidemic situation is extremely urgent, and the treatments of COVID-19 are imminent"
1002,"In addition, the potential adaptive mutation of SARS-CoV-2 makes it difficult for vaccine development"
1003,The latest one is SARS-CoV-2
1004,It has been reported that SARS-CoV-2 shared almost 80% of the genome with SARS-CoV [11] 
1005,Our results also showed that almost all encoded proteins of SARS-CoV-2 are homologous to SARS-CoV proteins ( Table 2) 
1006,The genome sequence of SARS-CoV-2 also shows some similarities to that of MERS-CoV
1007,"It will be very interesting to study the relationship among SARS-CoV, MERS-CoV, and SARS-CoV-2 that may be exploited for future developing broad-spectrum antiviral therapies.

Although more and more studies for SARS-CoV-2 have sprung up since the outbreak of this epidemic COVID-19, based on our comparison, we propose some key questions to be clarified in future studies (Table 3 )"
1008,In-depth understanding the underlying pathogenic mechanisms of SARS-CoV-2 will reveal more targets for better therapy of COVID-19
1009,"Proposed questions to study SARS-CoV-2 for future studies.

What is the effect of the surface epitope and receptor binding domain of S protein of SARS-CoV-2 on the virus' infectivity?

Is there any effect of SARS-CoV vaccine designed according to S protein on SARS-CoV-2?

Does SARS-CoV-2 orf8 and orf10 proteins, which have no homology proteins in SARS-CoV, play roles in the infectivity and pathogenicity of SARS-CoV-2?

Can the susceptibility of asymptomatic carriers be judged by detecting the serum reactivity level of N protein?

Apart from droplet transmission and contact transmission, are there other methods to transmit SARS-CoV-2?

What is the percentage of COVID-19 patients have been infected with SARS and produced antibodies?

Is there an effective specific anti-SARS-CoV-2 solution?

Does traditional Chinese medicine have any effect on the treatment of COVID-19 caused by SARS-CoV-2?

Do ethnic differences affect the transmissibility and pathogenicity of SARS-CoV-2?

Do any environmental factors, such as regional conditions or climate, affect SARS-CoV-2 transmission?

Supplementary Materials: The following are available online at http://www.mdpi.com/1999-4915/12/2/244/s1, Figure S1 : Phylogeny of SARS-CoV-2, SARS-CoV and MERS-CoV"
